Date,"Iron Ore Fines, Odisha Index, India, 0-10mm, Fe 62%","Coking Coal, CNF Paradip, India, 0-40mm, HCC 64 Mid Vol, Australia","Melting Scrap, DAP-Mumbai, India, HMS(80:20)","HRC, FOB Rizhao, China, 2.5mm","HRC, FOB Black Sea, Russia, 3mm, SAE1006","Platts North European HRC, EXW Ruhr","CRC, Exy-Mumbai, India, IS 513, CR1,0.90mm / CTL",India Production Quantity of Flat Steel in MT,India weekly HRC Imports MT,India weekly HRC Exports MT,"HRC, Exy-Mumbai, India, 2.5-8mm / CTL, IS2062, Gr E250 Br."
7-Jan-24,5500,275,33500,575,600,778,62200,1162680,100094,27100,54600
14-Jan-24,5500,275,33133,580,605,800,62100,1168973,162942,0.1,54400
21-Jan-24,5850,273,33000,570,605,808,61950,1171501,149283,64500,54100
28-Jan-24,5800,270,33000,570,600,813,61700,1169008,91025,105216,54000
4-Feb-24,5800,269,32783,575,598,823,61950,1166516,175853,369009,54000
11-Feb-24,5800,261,32533,565,603,803,61700,1164023,174755,38200,54050
18-Feb-24,5650,262,32500,565,603,784,61600,1164229,109661,52180,54000
25-Feb-24,5450,261,33067,565,603,778,61600,1181070,76964,128496,53850
3-Mar-24,5250,260,33517,555,592,774,61500,1200608,86024,399707,53600
10-Mar-24,5100,255,33633,555,592,769,61300,1220147,19686,93225,52900
17-Mar-24,5100,239,33500,540,560,755,61300,1236251,69790,36000,52700
24-Mar-24,4750,218,33050,540,555,734,61100,1211143,71462,156061,52600
31-Mar-24,4550,207,33000,535,560,699,61100,1174587,158768,173284,52000
7-Apr-24,4600,200,33350,535,563,693,61000,1138030,133416,41950,51750
14-Apr-24,4600,186,34000,535,565,680,61200,1101474,112681,41241,51950
21-Apr-24,4950,202,34867,535,560,666,61700,1084057,76702,33808,52925
28-Apr-24,4950,209,35000,540,560,663,60900,1092159,77170,130356,53400
5-May-24,5000,208,35767,540,562,679,61200,1100262,48276,137355,53900
12-May-24,5000,205,36500,545,562,690,61250,1108364,103210,29200,54350
19-May-24,5000,206,35917,545,562,685,61150,1112216,55058,0.1,53900
26-May-24,5400,205,36400,540,562,690,60850,1100769,63911,58374,54200
2-Jun-24,5500,206,36467,540,562,680,60700,1088047,110188,84336,53900
9-Jun-24,5450,217,36333,530,562,686,60700,1075325,84410,45560,53900
16-Jun-24,5300,224,35433,525,552,676,60450,1062832,56834,0.1,53950
23-Jun-24,4800,224,34600,520,547,674,60300,1057895,119704,0.1,53850
30-Jun-24,4750,209,33733,515,545,674,59900,1056393,106232,21900,53650
7-Jul-24,4700,216,33817,515,545,675,60050,1054890,123794,35818,53200
14-Jul-24,4500,220,33100,510,545,672,59600,1053388,108899,11423,52750
21-Jul-24,4300,208,33067,510,545,682,59750,1065014,91529,6540,52100
28-Jul-24,4650,203,33283,500,545,690,59150,1094145,160705,15751,51500
4-Aug-24,4500,200,32917,495,543,676,58700,1123276,302135,0.1,51250
11-Aug-24,4450,198,32667,495,530,672,58150,1152407,71813,0.1,51050
18-Aug-24,4300,191,32900,480,515,662,57450,1177176,122997,11450,50350
25-Aug-24,4200,183,32840,455,495,669,57400,1175047,111561,11305,50300
1-Sep-24,4100,174,32500,465,495,664,57350,1168556,156309,61773,50150
8-Sep-24,4200,167,32580,465,480,654,56300,1162065,197222,57024,49000
15-Sep-24,4200,156,32467,450,470,629,56050,1155574,214120,0.1,48500
22-Sep-24,4500,155,32400,460,470,617,55900,1146047,134473,0.1,47100
29-Sep-24,4500,161,32883,468,470,618,55500,1134242,174834,13199,47050
6-Oct-24,4800,169,33380,510,470,608,55450,1122438,215148,122425,47700
13-Oct-24,5000,171,33820,533,505,609,55700,1110633,114244,48300,48600
20-Oct-24,5600,173,33750,525,500,595,55850,1103014,163511,11300,48550
27-Oct-24,5600,167,32700,505,500,601,55850,1104605,131197,76849,48150
3-Nov-24,5600,169,32250,510,505,606,55900,1106474,72979,76358,48000
10-Nov-24,5450,171,32567,510,510,610,56000,1108343,95201,26011,48250
17-Nov-24,5350,172,33117,495,510,591,56050,1111044,205667,0.1,48100
24-Nov-24,5300,170,32500,485,505,592,54700,1123725,135893,0.1,48050
1-Dec-24,5250,169,32767,485,505,582,54200,1139179,114267,113266,47850
8-Dec-24,5250,167,32433,490,495,578,53900,1154632,37809,71728,47350
15-Dec-24,5350,165,32583,495,490,582,53700,1170085,114670,25000,47100
22-Dec-24,5300,164,32750,490,485,588,53400,1184482,91163,2000,46550
29-Dec-24,5250,159,32780,480,485,582,53350,1198087,147308,146521,46700
5-Jan-25,5200,157,32475,475,485,581,53400,1211692,117813,9000,46600
12-Jan-25,5200,156,32167,465,485,582,53400,1225297,124296,0.1,46600
19-Jan-25,5000,155,32000,455,485,582,53550,1231007,113402,0.1,46500
26-Jan-25,4900,154,31783,475,475,603,53600,1208294,74402,27500,47000
2-Feb-25,4900,151,31933,475,475,615,53650,1183214,95714,102003,48300
9-Feb-25,4800,149,32100,475,480,608,53700,1158133,102088,18619,48600
16-Feb-25,4850,145,32433,470,485,611,54250,1134302,110725,500,48500
23-Feb-25,5000,143,32500,470,485,629,55100,1151675,117757,16500,48350
2-Mar-25,5050,143,32717,475,485,633,55100,1187779,59251,115820,48200
9-Mar-25,5100,143,32400,470,485,648,56250,1223883,84436,14864,48750
16-Mar-25,5100,143,32400,465,485,683,56500,1258599,46106,500,49600
23-Mar-25,5100,139,32667,465,480,688,57300,1247529,86179,13681,50650
30-Mar-25,5200,139,32900,470,480,687,57600,1215646,40489,96974,52000
6-Apr-25,5200,139,33367,465,480,702,57950,1183763,79024,72019,52350
13-Apr-25,5200,143,33650,465,480,716,58400,1151880,18118,0.1,51900
20-Apr-25,5250,146,33917,455,480,739,58500,1132007,68299,17139,51400
27-Apr-25,5300,149,33600,455,480,655,59000,1138558,99020,48810,52050
4-May-25,5300,151,33367,455,465,670,59550,1145909,37675,83582,52850
11-May-25,5300,149,33000,450,465,640,59600,1153260,42813,500,52500
18-May-25,5100,149,32867,458,462,660,58900,1161326,80314,0.1,51950
25-May-25,5100,149,32733,455,460,689,58350,1173800,98110,0.1,51850
1-Jun-25,5100,148,32550,455,460,679,58450,1186990,64193,77211,51450
8-Jun-25,5050,147,31900,445,455,682,58350,1200179,24447,47247,51400
15-Jun-25,5050,142,31333,445,455,675,58050,1213368,71085,15503,51200
22-Jun-25,4800,136,30633,445,450,674,57950,1223712,91544,300,50850
29-Jun-25,4800,133,30800,445,450,665,57900,1231922,101885,50663,50750
6-Jul-25,4850,137,30833,445,450,657,56900,1240131,133314,35216,50400
13-Jul-25,5000,136,30683,450,450,641,56350,1248341,110067,10545,49700
20-Jul-25,5200,136,30500,458,450,625,56000,1256994,139896,28795,49200
27-Jul-25,5350,141,30583,478,445,635,56050,1266623,81026,49545,48750
3-Aug-25,5350,148,30700,490,445,639,56250,1276281,104859,67369,49200
10-Aug-25,5500,149,31360,480,450,663,57000,1285940,101738,61841,50200
17-Aug-25,5500,153,31500,495,450,667,57000,1295388,70984,5825,50000
24-Aug-25,5500,157,31467,485,455,667,57000,1302319,66499,36802,49875
31-Aug-25,5500,156,30833,480,455,670,56900,1308550,82512,95650,49600
7-Sep-25,5500,155,30950,475,460,672,56750,1314781,89721,92607,49500
14-Sep-25,5500,157,31300,480,460,674,56375,1321012,112522,17916,49350
21-Sep-25,5300,158,31200,480,460,674,56050,1319813,179332,1000,49150
28-Sep-25,5300,164,31267,485,465,669,56000,1308706,70658,102018,48900
5-Oct-25,5300,164,30700,470,465,668,55800,1297599,72734,180522,48500
12-Oct-25,5300,163,30267,470,460,660,55700,1286491,92441,53460,48300
19-Oct-25,5300,163,29917,465,460,679,55400,1276878,105162,10000,47850
26-Oct-25,5300,165,29667,460,455,679,55400,1272639,89163,53602,47850
2-Nov-25,5300,168,29900,460,455,700,55000,1268848,75662,211801,47200
9-Nov-25,5400,181,30267,465,450,701,55400,1265058,41827,21741,47450
16-Nov-25,5500,177,29900,460,445,711,55050,1261421,66812,58355,47000
23-Nov-25,5600,174,29600,460,440,702,54750,1262867,75085,30605,46450
30-Nov-25,5600,170,29900,470,440,700,54150,1266623,45643,196293,46100
7-Dec-25,5700,169,30217,475,445,710,53900,1270379,78308,147487,45750
14-Dec-25,5700,169,30300,470,445,722,53750,1274135,65629,40580,45850
21-Dec-25,5700,171,30633,465,450,722,54100,1276281,95675,31506,46800
28-Dec-25,5750,172,30980,465,460,730,55300,1276281,106250,114616,48650
4-Jan-26,5800,172,31600,465,460,729,57600,1276281,63916,116154,51000
11-Jan-26,5800,172,31700,465,460,725,57000,1276281,43520,0.1,50900
18-Jan-26,5900,182,31960,473,460,732,57450,1276281,79283,30000,51850
25-Jan-26,6000,208,32317,470,460,742,58000,1276281,61073,90335,52450
