Date,"Iron Ore Fines, Odisha Index, India : 0-10mm, Fe 62% 1428","Coal - Richards Bay,South Africa - India - RB2 (5500 NAR)",Pellet_Exw_Raipur,"Mumbai: Scrap Price 80:20 INR/t, 1047","Pig Iron, DAP-Raipur, India : Steel Grade","Sponge Iron, CDRI, DAP Durgapur, India : Mix (70% Lumps, 30% Fines), FeM 78% (+/-1)","Rebar, Exw-Mumbai, India : 12-25mm, IF Route,Fe 500, IS 1786","Sponge Iron, PDRI, Exw-Raipur, India : Lumps,FeM 80%, +/-1","Ingot, Exw-Raipur, India, 3.5 x 4.5 Inch, IS 2830","Billet, DAP-Mumbai, India,100x100mm, IS 2831","Rebar, Exw-Raipur, India : 12-25mm, IF Route,Fe 500, IS 1786",WPI_MS_Bright_Bars,Rebar production IF,"Structure-Angle, Exw-Mumbai, India : 75x75 Angle, IF Route,IS 2062/2011 E-250 Gr A","Structure-Angle, Exw-Durgapur, India : 130x130 Angle, IF Route,IS 2062/2011 E-250 Gr A","Price : Structure-Angle, Exw-Raipur, India : 150x150 Angle, IF Route,IS 2062/2011 E-250 Gr A"
2014-11-09,2763.36810253264,55.33,8900.0,23883.3333333333,23900.0,21333.3333333333,33533.3333333333,19325.0,28400.0,30491.67,33183.3333333333,98.87,0.326667,34700.0,35750.0,35000.0
2014-11-16,2864.89334583481,56.0,8500.0,23058.3333333333,23900.0,21133.3333333333,32983.3333333333,19033.3333333333,28000.0,29650.0,32566.6666666667,98.6,0.326667,34300.0,35300.0,34816.67
2014-11-23,2966.41858913698,56.0,8500.0,22430.0,23900.0,21033.3333333333,32916.6666666667,18716.6666666667,27550.0,30010.0,31933.3333333333,98.33,0.326667,34100.0,35300.0,34566.67
2014-11-30,2966.41858913698,56.0,8800.0,22275.0,23100.0,21500.0,33283.3333333333,18566.6666666667,27700.0,29950.0,32050.0,98.07,0.326667,34250.0,35500.0,34433.33
2014-12-07,2966.41858913698,56.0,8150.0,22160.0,22900.0,21050.0,33033.3333333333,18325.0,27500.0,29916.67,31733.3333333333,97.74,0.363548,34200.0,35500.0,34300.0
2014-12-14,2966.41858913698,56.0,8100.0,22120.0,22800.0,20816.6666666667,33450.0,18600.0,28200.0,30383.33,32000.0,97.68,0.363548,34200.0,35500.0,34300.0
2014-12-21,2780.28897641634,56.0,7600.0,22300.0,22250.0,20775.0,33883.3333333333,18600.0,27700.0,31116.67,32316.6666666667,97.62,0.363548,34200.0,35500.0,34460.0
2014-12-28,2780.28897641634,56.0,7600.0,22280.0,22100.0,20208.3333333333,34100.0,18200.0,27750.0,30916.67,31633.3333333333,97.56,0.363548,34200.0,35500.0,34500.0
2015-01-04,2678.76373311417,55.5,7300.0,22250.0,21800.0,19000.0,34200.0,18100.0,27800.0,30980.0,31550.0,97.04,0.482258,34200.0,35500.0,34350.0
2015-01-11,2611.08023757939,54.0,7250.0,22250.0,21800.0,19041.6666666667,33933.3333333333,18116.6666666667,27700.0,30825.0,31483.3333333333,96.58,0.57129,34200.0,34650.0,34166.67
2015-01-18,2475.71324650984,56.0,7450.0,22025.0,21500.0,19200.0,33633.3333333333,18158.3333333333,27700.0,30316.67,31466.6666666667,96.12,0.57129,34200.0,34650.0,34100.0
2015-01-25,2475.71324650984,56.0,7400.0,21783.3333333333,21300.0,19066.6666666667,33066.6666666667,18066.6666666667,27400.0,29800.0,31216.6666666667,95.66,0.57129,34200.0,34650.0,33950.0
2015-02-01,2560.31761592831,56.0,7020.0,21700.0,21300.0,19000.0,32920.0,17887.5,26750.0,29620.0,31000.0,95.2,0.542892,34200.0,34650.0,33950.0
2015-02-08,2560.31761592831,55.0,6750.0,21550.0,21200.0,18575.0,32416.6666666667,17375.0,25600.0,29150.0,30500.0,94.72,0.3725,34200.0,34650.0,33150.0
