Date,"Price : HR Plate, Exy-Mumbai, India : 5-10mm,Gr E250 Br. INR",Spread: HRC vs HR Plate,Spread: cRC vs hRC,"CNF_MET COKE, 64% CNF East coast India, China ,25-90mm $/t   90","Fe 62 : Iron Ore Fines, CNF Rizhao, China : Fines, Fe 61% (Australia Origin) 5540","HCC : Coking Coal, CNF Paradip, India : HCC 64 Mid Vol, Australia-origin","Pellet Index, PELLEX, DAP-Raipur, India 6-20 mm, Fe 63% 1401","Mumbai: Scrap Price 80:20 INR/t, 1047","Iron Ore Fines, Odisha Index, India : 0-10mm, Fe 62% 1428",HRC-FOB-Rizhao-China-fob-USD 2.5 mm,"HRC, FOB Black Sea, Russia : 3mm,SAE1006 , 58","HRC, Exy-Delhi, India, 2.5-8mm / CTL, IS2062, Gr E250 Br.","Platts North European HRC, EXW Ruhr $/t","CRC, Exy-Mumbai, India,0.90mm / CTL, IS 513, CR1",India INR/USD,Vessel Freight,BDI,NCDEX Steel Future INR/t,"HRC, CFR Abu Dhabi, UAE","Billet, DAP-Mumbai, India,100x100mm, IS 2831",India Production Quantity of Flat Steel in MnT,India weekly HRC Imports t,India weekly Exports HRC t,Apparant Consumption,"HRC, Exy-Mumbai, India, 2.5-8mm / CTL, IS2062, Gr E250 Br."
2019-12-29,36000.0,500.0,5250.0,274.0,90.4,121.7,6650.0,22340.0,2250.0,485.5,466.5,37750.0,480.136666666667,41750.0,71.76,7.41,907,32312.5547777636,476.5,30960.0,953207.03,38639.1187317197,111342.295536433,880503.853195287,36500.0
2020-01-05,36500.0,750.0,6000.0,278.0,93.5,122.05,7050.0,22875.0,2550.0,493.0,468.0,38100.0,486.845,43250.0,70.95,10.9,774,33573.9353972827,488.0,32333.33,979307.18,37492.9173201644,104365.345449535,912434.751870629,37250.0
2020-01-12,37120.0,250.0,6380.0,290.0,93.8333333333333,122.05,7550.0,23000.0,2550.0,495.0,465.0,38750.0,486.9,43750.0,71.076,10.9,754,33773.4669139496,505.0,32550.0,989747.23,36346.7159086092,97388.3953626382,928705.550545971,37370.0
2020-01-19,38500.0,1000.0,5750.0,281.0,95.5,128.15,7525.0,23016.6666666667,2550.0,503.0,483.0,39250.0,496.364,45250.0,71.32,10.27,557,33574.6622067189,510.0,32333.33,989747.23,34939.5410325971,91463.177186215,933223.593846382,39500.0
2020-01-26,38800.0,1000.0,5450.0,281.0,93.8333333333333,129.15,7325.0,23050.0,2500.0,503.0,483.0,39250.0,505.836,45250.0,71.54,10.0,487,33130.7773483071,523.0,31850.0,989747.23,32592.8616845407,89324.1938874994,933015.897797041,39800.0
2020-02-02,38600.0,900.0,5250.0,296.0,84.25,134.75,7150.0,22950.0,2500.0,503.0,483.0,39250.0,513.52,44750.0,71.5,9.25,415,33075.2622387484,535.0,31791.67,1018135.66,30167.8902971472,87500.7301619261,960802.820135221,39500.0
2020-02-09,38850.0,650.0,6000.0,295.0,82.0,137.15,6875.0,22666.6666666667,2350.0,493.0,483.0,38800.0,518.728,45500.0,71.527,8.35,425,32266.3674625668,535.0,30916.67,1089106.72,27742.9189097537,85677.2664363528,1031172.3724734,39500.0
2020-02-16,38500.0,750.0,6250.0,295.0,86.4,139.05,6600.0,22466.6666666667,2350.0,485.0,478.0,38300.0,519.81,45500.0,71.87,8.36,497,31711.3248332548,545.0,30316.67,1089106.72,25422.1228891351,84009.7670487137,1030519.07584042,39250.0
2020-02-23,38300.0,450.0,6500.0,295.0,90.6666666666667,142.55,6650.0,23183.3333333333,2350.0,470.0,470.0,38300.0,518.096,45250.0,72.534,8.4,535,32368.0954491916,533.0,31033.33,1089106.72,26539.1139720875,87489.0908129049,1028156.74315918,38750.0
2020-03-01,37800.0,500.0,6700.0,293.0,86.8333333333333,147.8,6700.0,23600.0,2350.0,480.0,470.0,38300.0,529.166,45000.0,74.001,8.12,617,32457.2786523014,500.0,31133.33,1055896.77,29218.7355566631,93307.8796461099,991807.625910553,38300.0
2020-03-08,37750.0,500.0,6500.0,290.0,90.0,145.55,6675.0,23350.0,2250.0,480.0,470.0,38200.0,539.938,44750.0,73.839,6.41,631,32064.135729339,500.0,30708.33,856637.05,31898.3571412388,99126.6684793148,789408.738661924,38250.0
2020-03-15,37750.0,500.0,6250.0,294.0,89.8,145.5,6600.0,23225.0,2250.0,470.0,468.0,38200.0,542.668,44500.0,75.394,6.94,625,31758.5918911891,478.0,30375.0,856637.05,34577.9787258144,104945.457312519,786269.571413295,38250.0
2020-03-22,37750.0,500.0,6250.0,299.0,89.5,147.05,6475.0,22600.0,2250.0,455.0,458.0,38200.0,524.826,44500.0,75.469,6.07,556,30692.737795626,478.0,29216.67,856637.05,35048.649643932,104077.326421516,787608.373222416,38250.0
2020-03-29,37750.0,500.0,6250.0,298.5,84.8333333333333,144.525,6475.0,22600.0,2250.0,427.0,440.0,38200.0,521.66,44500.0,76.236,5.47,616,30690.9998011695,478.0,29233.34,856637.05,33862.6075622059,98194.0057373574,792305.651824848,38250.0
2020-04-05,37750.0,500.0,6250.0,294.0,83.2,135.25,6475.0,22600.0,2250.0,415.0,420.0,38200.0,517.85632,44500.0,75.869,4.71,635,30688.9102098857,415.0,29250.01,499852.12,32676.5654804798,92310.6850531982,440218.000427282,38250.0
2020-04-12,37750.0,500.0,6250.0,287.0,83.0,123.05,6475.0,22600.0,2250.0,408.0,368.0,38200.0,512.1775,44500.0,76.54,4.76,751,30686.858247577,410.0,29266.67,357138.14,31490.5233987537,86427.364369039,302201.299029715,38250.0
2020-04-19,37750.0,500.0,6250.0,285.0,85.3333333333333,121.7,6475.0,22600.0,1900.0,408.0,365.0,38200.0,493.16,44500.0,76.26,4.43,665,30684.3377486641,395.0,29283.34,357138.14,30686.2043964506,88783.5066361465,299040.837760304,38250.0
2020-04-26,37750.0,500.0,6250.0,274.0,84.4,107.25,6475.0,22600.0,1900.0,403.0,365.0,38200.0,487.602,44500.0,75.746,3.97,617,30681.8993151678,395.0,29300.0,357138.14,31256.08848007,120801.715527814,267592.512952256,38250.0
2020-05-03,37750.0,500.0,6250.0,266.67,83.0,91.1166666666667,6475.0,22600.0,1900.0,402.0,363.0,38200.0,485.03,44500.0,75.51,4.45,514,30678.9909046545,395.0,29316.67,482692.28,31940.4894875164,155291.763304862,359341.006182654,38250.0
2020-05-10,37750.0,0.0,7000.0,265.0,85.0,88.8,5950.0,22600.0,1900.0,403.0,358.0,38250.0,473.815,44750.0,75.817,4.5,407,30676.5925502173,385.0,29333.33,650097.78,32624.8904949627,189781.811081909,492940.859413054,37750.0
2020-05-17,37750.0,-500.0,5750.0,265.0,90.6,89.15,5775.0,22600.0,1900.0,413.0,358.0,37250.0,469.004,43000.0,75.94,4.55,498,30676.1995244725,365.0,29350.0,650097.78,33072.3173915193,223715.540875404,459454.556516115,37250.0
2020-05-24,36750.0,375.0,5875.0,278.5,97.0,91.675,5950.0,22600.0,1900.0,428.0,355.0,37250.0,462.996,43000.0,75.59,4.7,504,30679.6658962363,370.0,29366.67,650097.78,30676.054957399,250973.454866262,429800.380091137,37125.0
2020-05-31,36750.0,0.0,5750.0,280.0,97.5,91.3,6025.0,20616.6666666667,1900.0,433.0,358.0,36500.0,457.0525,42500.0,75.558,4.96,679,30843.5797624529,385.0,29383.33,650097.78,27489.8788203128,276376.97557861,401210.683241703,36750.0
2020-06-07,36300.0,-50.0,6000.0,278.5,100.833333333333,90.125,6000.0,21166.6666666667,1900.0,433.0,370.0,36500.0,460.386,42250.0,76.029,7.18,923,30735.9671018326,385.0,29250.0,827705.92,24303.7026832266,301780.496290958,550229.126392269,36250.0
2020-06-14,35750.0,250.0,6000.0,282.0,105.0,90.05,6050.0,21066.6666666667,1900.0,438.0,370.0,36150.0,452.194,42000.0,76.25,8.72,1555,30684.7338882736,405.0,29183.33,827705.92,21117.5265461404,327184.017003306,521639.429542834,36000.0
2020-06-21,35750.0,0.0,5750.0,284.0,103.166666666667,89.9,5925.0,20016.6666666667,1900.0,445.0,408.0,35650.0,446.054,41500.0,75.61,9.28,1749,29181.2506739879,405.0,27533.33,827705.92,19053.1020039421,330162.761468462,516596.26053548,35750.0
2020-06-28,35250.0,500.0,5250.0,292.0,103.833333333333,92.7,5900.0,19616.6666666667,1850.0,443.0,410.0,35650.0,445.526,41000.0,74.634,9.98,1894,29268.9318511491,455.0,27616.67,827705.92,18484.3462549277,303241.804270696,542948.461984232,35750.0
2020-07-05,35250.0,500.0,5250.0,294.0,100.666666666667,94.3,5900.0,19866.6666666667,1900.0,445.0,410.0,36250.0,448.682,41000.0,75.19,10.3,1810,29016.4038299216,455.0,27333.33,887498.68,17915.5905059132,276320.84707293,629093.423432983,35750.0
2020-07-12,35750.0,250.0,5000.0,289.0,104.8,94.0,6000.0,20083.3333333333,1950.0,455.0,408.0,36250.0,455.624,41000.0,74.884,11.72,1710,28864.6575872395,443.0,27166.67,911415.78,17346.8347568988,249399.889875164,679362.724881735,36000.0
2020-07-19,35750.0,250.0,5500.0,283.5,111.4,88.4,6250.0,20733.3333333333,2050.0,458.0,403.0,36750.0,458.826,41500.0,74.75,12.04,1317,29322.4577664308,445.0,27666.67,911415.78,16225.5412286465,228367.605072591,699273.716156056,36000.0
2020-07-26,36000.0,1000.0,5600.0,280.5,110.4,88.35,6475.0,21516.6666666667,2350.0,478.0,408.0,37500.0,466.04,42600.0,74.916,11.94,1350,30035.9366318478,470.0,28450.0,911415.78,13115.1116951379,228534.540892713,695996.350802425,37000.0
2020-08-02,37800.0,0.0,5200.0,279.0,109.8,88.9,6900.0,22233.3333333333,2350.0,485.0,408.0,38750.0,479.03,43000.0,75.012,11.45,1501,30781.637102491,470.0,29266.67,922651.66,9838.92082785808,230468.078431393,702022.502396465,37800.0
2020-08-09,38625.0,125.0,5750.0,279.0,118.5,87.1,7200.0,22740.0,2350.0,495.0,440.0,39750.0,486.558,44500.0,74.874,11.4,1595,31121.3379888349,485.0,29640.0,950741.37,6562.72996057818,232401.615970073,724902.483990505,38750.0
2020-08-16,39300.0,200.0,5600.0,281.0,120.8,86.5,8025.0,23880.0,2600.0,508.0,470.0,40750.0,491.97,45100.0,74.92,11.1,1481,33286.5996364375,528.0,31380.0,950741.37,3455.39321139417,233796.12476686,720400.638444534,39500.0
2020-08-23,39800.0,950.0,5000.0,269.0,126.8,86.325,8050.0,23400.0,3050.0,508.0,478.0,40750.0,508.132,45750.0,73.114,11.16,1488,32034.4481567905,535.0,30650.0,950741.37,5920.24235937433,217402.685081175,739258.927278199,40750.0
2020-08-30,39300.0,700.0,5750.0,270.5,122.8,86.3,8050.0,23283.3333333333,2950.0,515.0,478.0,41500.0,525.568,45750.0,73.289,11.42,1362,31843.7427303501,535.0,30450.0,950741.37,10917.9032787927,192923.814267093,768735.4590117,40000.0
2020-09-06,40125.0,1375.0,5000.0,272.0,127.4,86.4,8650.0,23866.6666666667,3100.0,523.0,485.0,42250.0,535.15,46500.0,73.43,11.54,1267,31986.8241975556,535.0,30616.67,965067.88,15915.5641982111,168444.943453011,812538.5007452,41500.0
2020-09-13,40300.0,700.0,7250.0,276.5,128.4,91.6,8925.0,24200.0,3150.0,528.0,498.0,41750.0,559.556,48250.0,73.538,10.99,1296,31837.6116569781,545.0,30450.0,967455.63,20913.2251176296,143966.07263893,844402.7824787,41000.0
2020-09-20,39800.0,1000.0,8950.0,281.33,126.2,103.1,8975.0,23833.3333333333,3450.0,518.0,510.0,41750.0,575.148,49750.0,73.67,11.26,1667,31915.8869229681,545.0,30525.0,967455.63,24010.1948306557,123178.145993175,868287.678837481,40800.0
2020-09-27,40000.0,1250.0,9000.0,286.5,116.666666666667,111.225,8750.0,23633.3333333333,3750.0,508.0,510.0,42000.0,573.904,50250.0,73.29,11.37,2020,31674.4352564405,545.0,30250.0,967455.63,22925.6438896189,110510.296517739,879870.97737188,41250.0
2020-10-04,41250.0,350.0,9400.0,289.0,120.5,114.775,8450.0,23480.0,3750.0,503.0,510.0,43600.0,582.736,51000.0,73.01,11.39,1892,31712.7165304844,518.0,30280.0,988536.86,21714.3802014892,98088.5099868594,912162.73021463,41600.0
2020-10-11,42300.0,450.0,10500.0,288.0,123.6,112.5,8425.0,23833.3333333333,3500.0,503.0,510.0,43750.0,587.86,53250.0,73.442,11.53,1477,32528.3818627572,518.0,31150.0,1004347.79,20503.1165133596,85666.7234559789,939184.183057381,42750.0
2020-10-18,42300.0,450.0,10500.0,287.0,120.6,107.975,8550.0,24083.3333333333,3500.0,515.0,488.0,44500.0,582.26,53250.0,73.829,11.64,1415,33120.2907078022,518.0,31800.0,1004347.79,19589.452333517,75850.2588783858,948086.983455131,42750.0
2020-10-25,42100.0,650.0,10500.0,294.5,119.2,103.85,8825.0,24350.0,3500.0,525.0,485.0,44750.0,593.33,53250.0,74.554,11.51,1283,33607.2640273901,528.0,32333.33,1004347.79,20510.9851214446,82099.9463460641,942758.828775381,42750.0
2020-11-01,43125.0,-125.0,10500.0,299.5,116.0,99.0,9075.0,24783.3333333333,3900.0,523.0,485.0,45250.0,594.632,53500.0,73.974,11.02,1196,34301.9581908423,528.0,33083.33,1009460.78,21730.1174176592,90954.9557670298,940235.941650629,43000.0
2020-11-08,44750.0,-250.0,10000.0,302.5,118.0,99.625,9550.0,25250.0,4000.0,528.0,485.0,46250.0,608.32,54500.0,74.561,10.96,1115,35114.1402463042,528.0,33958.33,1040138.69,22949.2497138739,99809.9651879954,963277.974525878,44500.0
2020-11-15,45250.0,750.0,8500.0,307.0,122.2,97.0,10150.0,25220.0,4800.0,538.0,520.0,46250.0,613.278,54500.0,74.11,11.24,1148,35656.3633654361,553.0,34540.0,1040138.69,24168.3820100885,108664.974608961,955642.097401127,46000.0
2020-11-22,46300.0,200.0,8500.0,316.5,125.4,91.375,11700.0,25866.6666666667,6250.0,548.0,525.0,47750.0,629.458,55000.0,73.933,11.24,1230,37471.1634980225,573.0,36516.67,1040138.69,25500.3898379325,108624.932216381,957014.147621552,46500.0
2020-11-29,48000.0,-1000.0,8500.0,323.5,128.6,91.625,11575.0,25500.0,6200.0,568.0,553.0,49750.0,645.356,55500.0,73.757,11.24,1197,37458.9970576332,583.0,36500.0,1040138.69,26917.0543144984,101913.600963644,965142.143350854,47000.0
2020-12-06,49750.0,-1500.0,8250.0,333.0,134.2,93.375,11550.0,26833.3333333333,6150.0,593.0,614.0,52250.0,682.946,56500.0,73.736,13.35,1211,38581.7396760154,633.0,37733.33,1081443.5,28333.7187910643,95202.2697109067,1014574.94908016,48250.0
2020-12-13,52250.0,-1250.0,9000.0,348.5,150.4,93.5,11475.0,27366.6666666667,6150.0,633.0,645.0,54250.0,731.796,60000.0,73.57,13.9,1325,38693.3810149749,648.0,37858.33,1088327.63,29750.3832676303,88490.938458169,1029587.07480946,51000.0
2020-12-20,53500.0,-1500.0,9000.0,356.0,157.6,93.125,12000.0,28683.3333333333,6150.0,653.0,688.0,55000.0,783.504,61000.0,73.556,13.45,1366,40403.3006259125,670.0,39733.33,1088327.63,30874.6099501222,82327.5161007728,1036874.72384935,52000.0
2020-12-27,53500.0,1000.0,8500.0,362.0,167.6,93.0,12000.0,29040.0,6200.0,710.0,715.0,55750.0,804.675,63000.0,73.12,12.05,1550,41063.6341196833,755.0,40460.0,1088327.63,31355.4734856513,77369.4933131278,1042313.61017252,54500.0
2021-01-03,55000.0,250.0,9500.0,365.5,163.25,93.5,12175.0,30300.0,6150.0,695.0,740.0,58250.0,813.873333333333,64750.0,73.33,12.45,1606,42008.7233213021,718.0,41550.0,1064668.75,31816.8411682421,72447.9977851723,1024037.59338307,55250.0
2021-01-10,56000.0,2000.0,10500.0,373.5,166.6,93.5,12275.0,30150.0,6100.0,665.0,758.0,58250.0,825.466,68500.0,73.12,14.5,1754,42161.1288852977,750.0,41666.67,1033123.57,32278.2088508329,67526.5022572167,997875.276593616,58000.0
2021-01-17,55500.0,1500.0,11500.0,396.5,170.8,99.25,12325.0,29000.0,6000.0,680.0,788.0,56500.0,851.394,68500.0,72.98,14.6,1810,41172.9947632314,750.0,40583.33,1033123.57,32534.1634521639,63074.8182251706,1002582.91522699,57000.0
2021-01-24,55250.0,1750.0,11250.0,415.0,171.4,109.5,12225.0,27216.6666666667,6000.0,645.0,773.0,53500.0,862.436,68250.0,72.877,15.0,1452,37042.0,750.0,37900.0,1033123.57,30325.1610783773,64260.8721440379,999187.858934339,57000.0
2021-01-31,54500.0,1000.0,12000.0,426.0,164.0,126.0,12100.0,26460.0,5900.0,625.0,752.0,52250.0,868.664,67500.0,72.81,14.3,1333,36397.5,750.0,36820.0,1033123.57,27431.4484337247,67012.9643826035,993542.054051121,55500.0
2021-02-07,53000.0,2250.0,11500.0,429.5,154.8,139.25,11850.0,25850.0,5500.0,645.0,710.0,52250.0,860.16,66750.0,72.58,14.05,1339,35966.0,750.0,35500.0,1038307.61,24537.7357890721,69765.056621169,993080.289167903,55250.0
2021-02-14,53000.0,1500.0,11750.0,429.0,161.25,133.25,11550.0,27183.3333333333,5250.0,645.0,703.0,52250.0,870.256,66250.0,72.55,16.25,1698,37126.0,760.0,36716.67,1038307.61,21644.0231444194,72517.1488597346,987434.484284685,54500.0
2021-02-21,52500.0,1250.0,11750.0,450.5,169.666666666667,132.75,11575.0,28533.3333333333,5200.0,670.0,698.0,52250.0,883.17,65500.0,73.92,22.5,1675,39098.0,760.0,39166.67,1038307.61,21791.4647667542,87903.7441483245,972195.33061843,53750.0
2021-02-28,53250.0,750.0,11000.0,456.5,173.6,125.125,11650.0,28783.3333333333,5200.0,700.0,715.0,52750.0,888.544,65000.0,73.18,18.9,1829,38282.0,770.0,39966.67,1038307.61,25993.7787450722,120136.343503613,944165.045241459,54000.0
2021-03-07,53250.0,750.0,11000.0,448.5,176.2,118.0,11950.0,29616.6666666667,5150.0,709.0,730.0,53500.0,897.35,65000.0,72.68,22.0,1960,39142.0,770.0,41266.67,1051280.23,30196.0927233902,152368.942858902,929107.379864488,54000.0
2021-03-14,53250.0,875.0,10875.0,437.0,169.8,114.25,12150.0,29466.6666666667,5150.0,718.0,730.0,53750.0,907.332,65000.0,72.401,21.85,2281,39200.0,770.0,40383.33,1051280.23,34398.4067017082,184601.542214191,901077.094487517,54125.0
2021-03-21,53250.0,1000.0,11250.0,430.5,165.6,109.5,12125.0,29550.0,5250.0,745.0,805.0,54525.0,939.25,65500.0,72.61,26.2,2178,40670.0,775.0,40433.33,1051280.23,35054.2336060362,194397.712432707,891936.751173329,54250.0
2021-03-28,54500.0,1188.0,10395.0,417.0,159.4,107.875,12075.0,29800.0,5200.0,768.0,823.0,56625.0,961.49,66083.0,73.37,24.25,2072,39928.0,795.0,40850.0,1051280.23,30981.4110783773,174278.643802191,907982.997276186,55688.0
2021-04-04,54500.0,4167.0,9750.0,410.0,166.333333333333,108.0,13100.0,31375.0,6400.0,830.0,840.0,59750.0,998.21,68417.0,74.722,20.2,2085,40870.0,865.0,42700.0,1016277.68,26908.5885507184,154159.575171675,889026.693379043,58667.0
2021-04-11,60300.0,200.0,11000.0,409.0,171.0,107.125,13575.0,32050.0,6700.0,830.0,840.0,60250.0,1049.995,71500.0,74.53,19.55,2385,42326.0,865.0,42016.67,990025.77,22835.7660230596,134040.506541159,878821.029481901,60500.0
2021-04-18,63000.0,400.0,11100.0,407.0,173.4,105.5,14100.0,32866.6666666667,7100.0,890.0,895.0,61500.0,1089.022,74500.0,74.92,22.5,2788,43114.0,895.0,43183.33,990025.77,19265.626563096,118092.261477364,891199.135085732,63400.0
2021-04-25,64250.0,500.0,12750.0,411.5,183.4,105.0,14550.0,33233.3333333333,7800.0,900.0,950.0,61500.0,1149.272,77500.0,74.05,24.8,3053,43822.0,975.0,43916.67,990025.77,18795.3660205869,127864.09507501,880957.040945577,64750.0
2021-05-02,64250.0,875.0,15063.0,413.0,189.8,105.0,14550.0,34200.0,7800.0,915.0,990.0,61500.0,1195.912,80188.0,73.252,24.4,3183,43600.0,1000.0,43883.33,966742.64,18827.7885457731,141806.752239378,843763.676306395,65125.0
2021-05-09,66500.0,250.0,14250.0,418.5,191.6,103.0,15050.0,35366.6666666667,7600.0,965.0,990.0,65000.0,1219.0725,81000.0,73.29,29.3,2939,45786.0,1015.0,45166.67,908534.83,18860.2110709592,155749.409403745,771645.631667214,66750.0
2021-05-16,66500.0,0.0,14875.0,418.5,227.6,105.25,16850.0,36666.6666666667,9300.0,1055.0,1010.0,65250.0,1293.468,81375.0,72.817,29.45,2869,46522.0,1075.0,45516.67,908534.83,18914.8670308592,169350.010831726,758099.686199133,66500.0
2021-05-23,66500.0,-833.0,15708.0,421.0,215.2,115.25,17000.0,36400.0,9300.0,1065.0,1065.0,65250.0,1342.542,81375.0,72.4,26.1,2596,45838.0,1085.0,44266.67,908534.83,19703.2263363146,171662.772958967,756575.283377348,65667.0
2021-05-30,65500.0,-417.0,16167.0,422.0,191.6,129.0,15700.0,34616.6666666667,8900.0,985.0,1090.0,65250.0,1374.64,81250.0,72.86,26.1,2438,44234.0,1035.0,42750.0,908534.83,20825.0871624772,168844.699040417,760515.21812206,65083.0
2021-06-06,67500.0,0.0,16167.0,422.0,203.6,138.875,16050.0,34516.6666666667,9150.0,945.0,1090.0,67750.0,1389.465,83667.0,73.24,24.6,2857,45366.0,990.0,43058.33,962924.54,21946.9479886397,166026.625121868,818844.862866772,67500.0
2021-06-13,67500.0,0.0,16250.0,420.0,210.4,146.5,16300.0,34616.6666666667,9150.0,945.0,1000.0,65250.0,1390.95,83750.0,74.1,26.4,3218,45906.0,990.0,43500.0,971989.49,23068.8088148022,163208.551203319,831849.747611483,67500.0
2021-06-20,67000.0,500.0,16563.0,421.0,219.8,154.0,16200.0,34483.3333333333,9150.0,945.0,1000.0,64000.0,1379.846,84063.0,74.21,27.8,3255,45666.0,990.0,43300.0,971989.49,23480.0943686151,160743.56903851,834726.015330105,67500.0
2021-06-27,66200.0,300.0,16000.0,427.5,213.8,159.0,15975.0,34200.0,9400.0,943.0,995.0,62750.0,1410.444,82500.0,74.512,26.8,3285,44384.0,990.0,42350.0,971989.49,22328.1143232588,159055.388731931,835262.215591328,66500.0
2021-07-04,65800.0,700.0,15900.0,430.5,218.0,166.0,15850.0,33316.6666666667,9600.0,943.0,975.0,62750.0,1403.606,82400.0,74.485,28.9,3300,42606.0,980.0,41083.33,975797.56,21128.7625930792,157390.747875602,839535.574717477,66500.0
2021-07-11,64500.0,500.0,15900.0,436.5,220.2,174.875,15625.0,32750.0,9100.0,930.0,950.0,62750.0,1396.004,80900.0,74.606,27.0,3039,42954.0,965.0,41583.33,978653.62,19929.4108628996,155726.107019272,842856.923843628,65000.0
2021-07-18,64500.0,0.0,15000.0,439.5,218.6,180.25,15550.0,33366.6666666667,9400.0,940.0,930.0,62750.0,1382.682,79500.0,74.425,25.55,3199,42308.0,995.0,42883.33,978653.62,18971.648510025,155552.210036666,842073.058473359,64500.0
2021-07-25,64500.0,-400.0,15400.0,440.5,215.4,183.375,14700.0,33916.6666666667,9200.0,945.0,930.0,63600.0,1378.354,79500.0,74.337,25.85,3292,44198.0,1035.0,43616.67,978653.62,19503.6873171972,164571.233608685,833586.073708512,64100.0
2021-08-01,65400.0,100.0,12200.0,442.5,200.2,186.0,14725.0,35283.3333333333,8800.0,975.0,922.0,64400.0,1383.432,77700.0,74.24,24.65,3371,44698.0,1035.0,44750.0,983382.66,20277.3155016743,175081.001054427,828578.974447247,65500.0
2021-08-08,66400.0,900.0,12200.0,445.0,180.2,188.75,14475.0,35800.0,8700.0,1020.0,920.0,64300.0,1375.592,79500.0,74.239,24.65,3566,44774.0,1035.0,45333.33,1011756.91,21050.9436861515,185590.768500169,847217.085185983,67300.0
2021-08-15,66900.0,300.0,11100.0,448.5,166.2,193.5,14475.0,35100.0,8500.0,1015.0,925.0,64300.0,1350.576,78300.0,74.347,26.6,4092,43990.0,1045.0,44783.33,1011756.91,21824.5718706286,196100.535945911,837480.945924718,67200.0
2021-08-22,66600.0,-200.0,11400.0,414.369826021003,153.4,198.0,13850.0,35466.6666666667,8100.0,1010.0,920.0,64300.0,1340.79,77800.0,73.47,26.1,4235,45896.0,1045.0,45100.0,1011756.91,22679.0274892967,193342.765071955,841093.172417342,66400.0
2021-08-29,65800.0,500.0,10500.0,427.76851321334,145.4,208.75,12150.0,34700.0,6900.0,985.0,920.0,64000.0,1334.75,76800.0,72.982,27.8,3944,44150.0,1025.0,43666.67,1011756.91,23594.1036836081,180634.340458225,854716.673225383,66300.0
2021-09-05,65100.0,400.0,10000.0,446.932721793853,150.8,224.0,11950.0,34400.0,6750.0,975.0,885.0,63500.0,1332.89,75500.0,73.517,27.5,3864,44380.0,995.0,43316.67,1007488.83,24509.1798779195,167925.915844495,864072.094033425,65500.0
2021-09-12,65800.0,-300.0,9800.0,446.932721793853,135.8,254.0,11300.0,34600.0,6400.0,985.0,875.0,63500.0,1328.8,75300.0,73.64,26.95,4275,44296.0,1005.0,42440.0,1005781.6,25424.2560722309,155217.491230765,875988.364841466,65500.0
2021-09-19,65800.0,-300.0,7800.0,445.424648949864,118.2,301.5,11100.0,34933.3333333333,5750.0,985.0,860.0,63000.0,1314.452,73300.0,73.813,29.05,4644,44692.0,1005.0,42500.0,1005781.6,25746.0555225862,144963.747277386,886563.9082452,65500.0
2021-09-26,65300.0,0.0,7200.0,489.449942719353,101.0,336.0,11075.0,34733.3333333333,5050.0,985.0,853.0,63000.0,1277.138,72500.0,74.131,29.8,5202,44682.0,1005.0,43100.0,1005781.6,23932.0586946999,143546.85370127,886166.80499343,65300.0
2021-10-03,66000.0,-700.0,7200.0,486.834001302694,114.8,334.0,11600.0,35240.0,5050.0,980.0,843.0,66800.0,1236.78,72500.0,75.112,29.65,5526,45570.0,1000.0,44080.0,1012297.64,21940.0788436268,142866.364323258,891371.354520369,65300.0
2021-10-10,68900.0,-1100.0,7500.0,482.62148908305,117.8,330.75,13050.0,36566.6666666667,5350.0,980.0,810.0,69500.0,1211.206,75300.0,75.013,30.9,4854,47946.0,1000.0,46250.0,1020985.7,19948.0989925536,142185.874945247,898747.924047307,67800.0
2021-10-17,71000.0,-100.0,5000.0,484.824651225708,128.75,332.5,13950.0,38020.0,5550.0,985.0,810.0,70300.0,1202.638,75900.0,74.994,32.6,4410,48622.0,1005.0,49720.0,1020985.7,18035.3298574315,141052.001917221,897969.02794021,70900.0
2021-10-24,72500.0,0.0,3400.0,487.678078366199,122.8,334.75,13800.0,37900.0,6200.0,980.0,830.0,70000.0,1194.508,75900.0,74.915,32.25,3519,48652.0,1000.0,48266.67,1020985.7,17073.0893137213,134477.525089017,903581.264224704,72500.0
2021-10-31,72000.0,-400.0,4200.0,489.565778159928,119.2,336.25,13150.0,36800.0,6100.0,950.0,860.0,70000.0,1186.296,75800.0,74.174,27.95,2715,47092.0,970.0,47033.33,1020985.7,16374.8844898478,126391.769427429,910968.815062419,71600.0
2021-11-07,72000.0,-400.0,4200.0,491.452771817222,99.75,337.75,13050.0,37300.0,6000.0,875.0,875.0,70800.0,1175.35,75800.0,74.342,23.1,2807,46954.0,950.0,47300.0,1023817.87,15676.6796659743,118306.013765842,921188.535900132,71600.0
2021-11-14,72000.0,100.0,5400.0,489.466668132714,92.6,336.25,12000.0,36750.0,5950.0,815.0,850.0,68250.0,1151.642,77500.0,74.333,21.3,2552,45538.0,955.0,45900.0,1023817.87,14978.4748421008,110220.258104255,928576.086737846,72100.0
2021-11-21,70500.0,500.0,4800.0,465.462314795412,89.2,317.75,11200.0,36833.3333333333,5550.0,785.0,835.0,67500.0,1126.544,75800.0,75.04,19.05,2767,43512.0,923.0,44883.33,1023817.87,15269.635348226,103059.123924113,936028.381424113,71000.0
